feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
0.9150947395829501,4.483115909287146,-1.9371766785240692,-0.19221421205000444,0.9257765762636163,-0.01577995177625091,4.851895621753088,-1.2593256110348956,-0.1016687013483708,-0.3387291879127087,2.9544664961918765,-0.6889584114584957,2
-0.9681082883291177,-1.7744627091417904,3.120130905522321,0.8371325578439406,-2.0690418535387307,0.6506023253261293,-2.552317005289985,2.3463358478479814,-0.37159245385962447,1.3536877670748262,-0.3989690504011434,-0.9048919260478666,2
0.3884664150482911,-3.3440765439392557,0.19223818733855275,0.08871649614176225,1.678773636714603,0.330746505624665,-0.7010629859835192,2.5252581465872925,-0.42871234272692393,-0.8614108783724472,0.6162906828945274,0.4331159638731109,0
0.32786114075077594,-0.25537337538230714,4.240741503522156,2.4546926173677264,-1.1477291734569903,-0.6864139934696738,0.35285856838966256,2.037852782806138,-1.3081126893583326,-0.2793595710664323,-1.4763060025235744,-0.06551450905873228,1
-0.1642041046965167,6.207213584901711,1.1017484520999479,0.5653903986509045,-4.011839143670404,2.4979047776225203,2.039497622908136,0.297518268837451,3.1529520723504367,-5.135588761609395,1.2675027073274054,-0.07424666598436051,1
-2.115841565233227,0.25615271108954457,-0.3028689230863873,-0.18349252622736612,0.22892468882606942,-0.04984242216079915,1.6318327921088684,1.6845278065891824,-0.176790614536666,-0.941840801129167,2.054718030430827,-1.166237893859306,2
1.1529445518228643,0.5928265115703474,-6.053904437221156,0.09631535333993257,1.0610561992113983,3.2822259765119495,-1.5817935417747435,-2.401249740607181,1.569905429627929,-3.0822438345323806,2.7119301551733743,-1.5461621196108988,2
-0.9420865347549293,0.36171626279514146,-0.11989831799443622,3.0320569790739627,-0.8120609737788533,2.6053575932238635,-2.3431411938154354,-2.035050288960946,-1.5322776761608972,1.7625140629862137,0.16422612127410097,-0.705605780472169,1
-0.4537416128383286,-0.3990762562153848,6.202469641870958,2.6419509718165335,0.5151054812499918,0.19530843679329468,1.8503817777867124,2.140888833020437,-1.6989796357638278,0.049188551594034235,-2.6692958337119572,0.7229862631192213,0
0.48546452464674195,-1.1715069813360515,1.4822750371873903,-0.370435694428614,-0.09808488483137356,0.11067828130173085,0.11144834273185444,0.787103029064881,-0.01387209034683834,-1.7136594348349345,-1.6943686224849381,0.2248488160456383,0
-1.345831784542422,3.383907784844211,1.6357562200570912,1.6845984964886305,0.12287546170617247,3.0068569289245843,1.4001290098923285,1.342569879230619,3.0005820150341624,-3.735601409283522,0.9541450528094666,-0.5402530033357673,1
1.6422760575404385,-3.9604848386241858,-0.2996336328084486,-0.6669504767775534,0.9389498526919458,-4.130609676166837,-2.754899971384352,-0.9743265081718704,-1.9266768591133636,4.640332696196431,-2.5314460613570784,0.20796093068038618,1
-0.46856892279819984,-1.9088668933296566,-2.8608805356458915,0.511946957913459,1.0878508251364043,-4.507819978378737,-0.5833075670556,0.25924903190883275,-0.2580192800601293,-2.0587768162888755,-0.45583687741599743,-0.24675066209887558,0
0.05467940848176152,-0.2127912065643774,0.9871239591951196,1.620043188268994,-1.0834957526390676,-0.4594594877774101,-2.1904568614920152,-0.5547588622855627,-0.47277604951258434,1.8573529824663404,-0.970863340160462,-0.4570642060443477,1
0.2999074383672631,1.0857924234768386,0.2267475692209455,3.014740896340857,-0.38053198840874947,0.35323774510738426,-2.8225041320627975,-0.9456543751635583,0.7065190455209716,2.027984723241393,0.045690374495364505,-1.7613667774733044,1
0.8538085623090685,-3.1190611050515886,-2.1553130436896124,-3.326704797242364,0.8323040155635748,-2.890372026091679,-2.4492206227108433,0.8797575737654018,2.784045448206305,-1.6434392762201928,-1.5898411185721106,-1.3136151460790664,0
-0.24169845141648982,0.602739617243335,-2.46286279360102,3.0244476119653916,-3.460428464885329,0.6908378965876982,-1.7658573872612986,-3.9731867013345745,-4.752990430864697,1.6422465260502477,0.6408461130173524,1.4852192410127263,2
1.0894219244900503,3.276279097934157,2.346942865181887,1.5634879038697034,-2.2662867094199273,1.8404752323405784,-1.0177137577081665,-0.6241281175135829,1.9153233735786666,-0.05040203575131197,-0.7854161935222143,1.6900099336037604,1
-0.6339454098934185,1.4423151103560774,-0.26763036597658013,-0.12337742052696443,-0.9494921291090995,0.2604575071950045,0.9291115948901856,1.3082277294427946,0.3726936258748812,0.13478391580413174,2.60553995563067,-0.6510640019148723,2
-1.127097451846959,1.1703998303204184,1.934324230906056,0.6676242853892955,1.5611330683694826,1.1320288228492408,-1.9166048803491966,0.013228245653424064,4.142733101582622,0.10213399310686788,-1.9904600691302874,0.7013250045677598,0
0.22085887245945995,-0.5356399218551386,2.322196015794262,0.9345600383518013,-0.35603135348698167,1.3733560755663439,-1.7956482529937516,-1.1868225679871052,-0.9895938194370879,3.4790609234514855,-1.7555927158720106,1.7273039250619577,1
0.9773185160643294,6.453857302139767,2.044112555258858,1.826799267286523,2.719399452771672,5.366921226972281,1.6438138386524095,1.1150650214836633,8.480969461722278,-6.295014241142046,0.29536627195706133,-0.09037403111844128,1
0.19732635061487788,-1.36151027335595,-1.2126612801902394,0.3537729854802437,-1.4722260990094926,-0.33620489109990614,-3.301491900316047,0.18509564312732585,0.38767978128780367,0.27873329892329746,0.3390114528477841,-1.1843049510191201,1
-0.9927651757518205,0.7947023762911031,5.1656136564232895,-1.069001090894313,-1.6902252706728702,-1.321910259730425,3.207795240265013,2.676799086602186,-0.3106911528602747,-1.2649098787475637,-1.959144744711758,0.18956385643463108,1
1.1931708649751445,-0.9909424887516338,0.697482581132135,-2.75915886237631,0.2555732565681088,0.4230640351384013,0.06619107670896773,4.735301487582413,3.5129534639343865,-1.9609390060758853,2.3188418542155995,-1.065534689896944,2
-1.5257359032036821,-4.061589236951113,-0.2558026556229279,-1.3451795861442837,-1.8334296269787278,-3.183521590924406,-1.9097732482950533,0.2674757402641579,-2.6408535853855932,0.5393704722784929,-2.0101790471711167,-0.4596768684892936,1
-1.996276264871416,6.944915339609737,9.962428283184286,0.7084976639145533,-1.7725122121224897,-0.4209757187233887,5.27236668927649,3.0778795537820844,5.217943040434239,-4.898612463298965,-4.808162829444155,-0.2610940984625762,1
-0.05544736211379275,0.5756582948458464,-3.815557660445247,0.46367945312251624,-1.347242807449427,0.06341637309517423,-2.193653810430792,-0.8006916363540424,-0.23607213976274155,2.1401064214062195,3.7229284127134217,0.6836724214169171,0
-0.8120849319435647,6.824385897918727,-5.5390180312098085,1.9052942578984662,0.046028668991944466,-0.86074392816472,2.2760846766249094,-1.7753999259987694,2.6912005936224466,-1.7235015908634685,5.412574052904543,-1.0990628205716486,2
-1.5032219344128614,1.152267840170343,3.14500661221326,0.9613011931718456,0.28654984792919924,1.5567885479478627,0.17698068147234924,-0.8432180259805593,0.030934357137877733,2.044169709380905,-1.8458171769879845,0.2801102610465844,1
-0.26461470337212917,2.3564577100194013,-2.997159045311538,-0.27145669469131495,1.2763740824325598,1.813660162873536,1.1631043495108355,-2.168001202783093,1.000604300712993,-0.5065643036374243,1.8010071755971722,-0.22048615416741157,2
0.07698841972489333,-3.1093481245791286,-6.129954639901018,-0.3554862764732962,2.228286741273668,-5.670447973240314,-1.1270525749715714,0.8070572100452655,0.883119135106732,-4.257857329491813,0.8199430555208553,0.14754091186532844,0
0.5436079274801299,-0.8180986516403069,-3.182001833468905,-0.5421721570399753,0.8856764879693185,-0.4456238003685641,-0.531307584506372,-0.9052826822870947,-0.17965748377647717,-0.22623553643285077,1.157362028704091,-0.22315963418089083,0
-0.5789010323364328,-3.873852303350102,0.09010106076705592,1.6767561906274677,1.5670320770733865,-2.407687224918287,-0.7810166485986876,2.184832525064587,-2.4142966983080316,0.5707465524391895,0.24333201817557004,1.0791133039939274,0
0.16869132533943265,-2.1995296247510994,-1.3005831420520972,-1.253296474557326,-1.6801651233255668,-2.238711821370115,-1.199728048503866,-0.17055697086452093,-1.4153160980529018,-0.5387554605943361,-0.8701396252332461,0.40945052192562353,1
1.8221689493957067,-1.0093987330816971,-0.7172619722350567,-0.8101734073695348,-0.8766199415686342,-2.5709088143040555,-1.8781324718444163,0.5335727279119347,0.9964743391685178,0.2573390681551375,-0.5478199087318667,1.152031402809516,1
-0.03814068802431726,4.042138518417254,3.439797048323424,2.0644006873712217,-2.420265987719924,3.313182764532229,-1.7235296836697556,0.42845665780207864,2.467586284382546,2.8512066632590747,1.1879960425200142,-1.0301940198979407,0
-0.4074771714148629,-1.5331546812657888,-1.7662519474368608,-0.9014656680303244,1.3654343691200304,-3.5541376690223903,-1.3556107533026058,-0.024759642447039987,1.409354939629853,-0.13652896847206986,-1.1857887791253836,0.13141934404135083,0
